"","Plot_Additional_Species_ID","Event_ID","Location_ID","TSN","Confidence_ID","Collected","Notes","TimeStamp","Created_By","Created_Date","Updated_By","Updated_Date"
"1","0008D63D-3734-4AF8-BF75-096305FE4142","B49D25C9-C411-4791-B0A0-B9825CBBCBF6","019577B0-4BDD-4300-A981-6DAB6E0BD932",28821,1,FALSE,NA,2016-08-11 09:36:58,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-08-11 09:36:58,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-08-11 09:36:59
"2","0008FA83-26AB-4B48-8B59-646BEA357327","D7E0BD66-5286-4C4F-8A2D-B7D21445808B","7D90B24E-CE22-4988-B5A6-907F9EE69C98",564826,1,FALSE,NA,2010-09-28 11:31:58,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-28 11:31:58,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-28 11:32:26
"3","000938F9-7B86-4C96-AF19-0B7A118231A0","269CDEF8-3132-4896-A17B-2CCC075E8E1D","A04BF95E-15D2-4FE3-A4AE-2260A1A94D9C",25017,1,FALSE,NA,2013-09-16 16:23:47,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-16 16:23:47,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-16 16:23:51
"4","00101FE8-51FE-43CF-B96F-01620C129AE6","FA298A40-B681-481C-9CFB-1D6377C45A6E","00B7A434-AF4E-4A8B-8FD1-BBDD35B4D85D",43110,1,FALSE,NA,2015-07-30 13:04:19,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-07-30 13:04:19,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-07-30 13:04:21
"5","0020AFBC-2A45-45B9-AB5D-B5203A554DCC","086C626A-9E3C-4F04-B821-F63393CF5E5C","5B49023F-B6AD-40C3-A66D-94B3F93B09C7",19127,1,FALSE,NA,2018-08-14 11:39:18,"{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-08-14 11:39:19,"{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-08-14 11:39:21
"6","002C407A-53C5-441C-8D37-8D8DACD33B38","3DA7E22F-0080-47DD-8DE2-216DB7E2DB52","3720D813-87D6-48E4-A678-677FA1A6726E",29182,1,FALSE,NA,2019-07-23 15:42:48,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-07-23 15:42:48,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-07-23 15:42:49
"7","004D9476-1861-4F08-B093-16A8A064567D","A5C2252D-2EFF-4610-8DCA-2FDE1FAED127","FC066383-D85B-4B51-A302-C7257225C3FF",17675,1,FALSE,NA,2019-09-03 17:11:45,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-09-03 17:11:45,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-09-03 17:11:55
"8","0064F5C5-733D-4371-9C08-41258C6A8CA1","41E44866-AF00-4C5F-B3EB-A4A425583848","5A2C7094-E675-48EF-AC31-475A0DBC5D0C",17675,1,FALSE,NA,2017-08-30 10:04:13,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-08-30 10:04:13,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-08-30 10:04:16
"9","007820C8-B324-4E6D-8DF1-8669D045BC5A","C03B96F1-7CA4-4603-95B0-43E34F80D587","EE3F9322-9CE0-40A5-B5FE-6790DC6137A4",19478,1,FALSE,NA,2019-08-13 14:07:33,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-13 14:07:33,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-13 14:07:33
"10","008C2760-FC6F-4B4B-B642-C470F3F6DA9B","7EE1F240-4AFA-487A-BED3-FD8FF82429DD","E2E3DEB9-F6F6-4938-BE7E-B5DEE56549CF",17491,1,FALSE,NA,2018-09-04 16:40:26,"{91C0C5E8-0D9E-47E1-AA22-FA5B2C407656}",2018-09-04 16:40:26,"{91C0C5E8-0D9E-47E1-AA22-FA5B2C407656}",2018-09-04 16:40:30
"11","0095382E-B6AF-4415-B5F7-497E441A65B2","DA5893F1-8CFB-468A-B26D-7BDE1232BB6D","7F48C7AC-4D2D-4ECF-A209-AA883EC62FAD",40351,1,FALSE,NA,2012-09-10 09:47:36,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2012-09-10 09:47:36,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2012-09-10 09:56:06
"12","00A3158F-CA85-4794-AA98-FAD75A0DA1D7","EA2BFC95-C96F-4697-93E4-03483D6E121B","C228BDFD-6CEF-40FC-9630-BF1E7A59BB58",34309,1,FALSE,NA,2019-08-12 11:47:19,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-08-12 11:47:19,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-08-12 11:47:21
"13","00AA6E30-5385-4A30-8397-83766A18B4BD","8C3E1356-179B-45DA-8649-6081750DB53D","1AAC9C00-31BE-4CD1-873F-1FB9F73B887D",43342,1,FALSE,NA,2019-08-20 09:33:52,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-20 09:33:52,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-20 09:33:56
"14","00BCE8CE-2C34-4ECE-93C8-C6C0EC677738","217F72FA-E5FA-4BE8-A89E-32334D251637","1F5A5B99-D209-4D9E-94BB-580B3788EE12",564826,1,FALSE,NA,2019-08-09 12:56:51,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-08-09 12:56:51,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-08-09 12:56:52
"15","00C5B98E-DD01-4A0C-AD69-02A51B53586D","1B9D6A56-5CA9-4D9D-A37A-A2E47EB31C81","62FBEA91-726E-497F-B532-FAAA49606AD9",503655,1,FALSE,NA,2017-08-21 13:08:37,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-08-21 13:08:37,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-08-21 13:08:39
"16","00CA06AD-3743-4CC6-9B44-F6C416938F4A","36D1322C-AD95-42D0-A9AF-C4DA0C1F4B64","01CBEAA3-EF16-410D-A0E6-ED9E7AFDBB98",23571,1,FALSE,NA,2014-08-07 10:03:28,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-08-07 10:03:28,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-08-07 10:03:30
"17","00CA305C-BC83-47E9-B83D-55A3D3FB7E8F","3BB06E1E-1393-402B-8DEB-B75A96FD8489","1536BE78-5E3E-4D29-881A-22AEFEB39980",43006,1,FALSE,NA,2016-08-08 09:44:10,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-08-08 09:44:10,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-08-08 09:44:12
"18","00D01835-0CA2-4D5F-B56E-4E6342A883D8","3A87CD78-D6F1-4678-B2D1-018AACA411AB","84B6CAC9-34C6-4540-BA5A-6763B38DB2C6",28821,1,FALSE,NA,2010-09-27 11:16:07,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 11:16:07,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 11:16:08
"19","01083FBA-DB96-4FDE-AE5D-E993DDDE65D3","365A38BA-2CDA-4B75-BB3B-98F30612C6B3","D216C8C8-B371-4029-95B1-AE376923C5CE",23573,1,FALSE,NA,2016-08-30 13:54:16,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-08-30 13:54:16,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-08-30 14:11:07
"20","011127BA-3CDA-4AD6-9976-C262A8D36BD8","8E5C739E-FE2F-41E3-95DA-BB165CF981A3","236A6195-2F08-4FFA-97A4-0BB9B0B3A5C7",19408,1,FALSE,NA,2019-07-29 09:39:44,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-07-29 09:39:44,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-07-29 09:39:47
"21","01113720-3890-483E-AFE5-EB9F13B61344","B1B44181-8255-4E89-9D76-8369BDC0B345","E9025614-E7FA-4AA5-B886-89A66B914434",28602,1,FALSE,NA,2011-10-07 11:20:24,"{FAFE6C5C-1246-4540-ACCD-D7F2CE7D1E3B}",2011-10-07 11:20:24,"{FAFE6C5C-1246-4540-ACCD-D7F2CE7D1E3B}",2011-10-07 11:20:27
"22","012EB71C-9D86-459B-B12E-7ECC9BC677E6","2317F6F2-878E-4E00-B167-425D21FDB144","5B1CFC52-C393-469F-AD9E-FDCFB894C235",17675,1,FALSE,NA,2015-07-22 10:28:56,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2015-07-22 10:28:56,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2015-07-22 10:36:07
"23","01344580-4EA9-4AE5-984B-02BE52054B0F","A2E34758-9458-48EB-A12C-4B4F0E6EFC5E","EE9C02AB-9651-4637-99CA-55E810C8AA77",39357,1,FALSE,NA,2018-08-27 14:22:26,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-08-27 14:22:26,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-08-27 14:22:40
"24","013804CE-385A-4D7C-A8F2-2787780FD7A1","C2C8F29D-A9E6-40CE-908C-44D2B8F3A596","153A7EE2-94CB-4EEB-B872-E72EDCF741BB",34309,1,FALSE,NA,2016-09-06 13:52:22,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-09-06 13:52:22,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-09-06 13:53:23
"25","013BF8EA-0941-4399-8BE9-149A43D4865F","18C775AB-62E2-44A0-AFAD-5BB06FC65C50","7FC3E90A-5FBC-4E07-A7AF-B2BB58F1475A",32973,1,FALSE,NA,2016-08-15 14:34:56,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-08-15 14:34:56,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-08-15 14:35:00
"26","016A242A-A6F7-4BE0-8DF3-5ADB6ADEC0FE","ECBA8A63-DC07-4197-A1B0-E9A56B353149","C4CD9F1D-EBEF-4418-8A42-FF8B9FFA2F39",23615,1,FALSE,NA,2016-08-01 12:07:41,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-08-01 12:07:41,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-08-01 12:07:55
"27","0177BD1E-17E5-4038-AE7E-927DC1B47248","9574DA35-1AF3-4E0C-997C-6F28D9F4E90D","4BFCA0AD-DF5D-4287-9983-F01A17D970FF",28602,1,FALSE,NA,2016-08-11 09:34:27,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-08-11 09:34:27,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-08-11 09:34:28
"28","0179008B-07EB-4AEE-AEED-23C01BDFF019","53F20B09-C9F1-454A-9867-5FE30B31B743","8423BABB-D192-4AA2-9446-625912698734",42963,1,FALSE,NA,2019-07-31 10:31:47,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2019-07-31 10:31:47,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2019-07-31 10:31:49
"29","01CC3AE1-BAC9-475F-AB55-C900A75B36EC","C6E575CA-264D-4CC9-B108-CCAEF095E152","24C288EA-F251-44D0-9F5D-1827A3F95D89",28606,1,FALSE,NA,2014-09-16 08:36:38,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-09-16 08:36:38,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-09-16 08:36:40
"30","01D62C73-311F-49DF-BD17-A0D602C83547","528AA12E-B18E-410E-ABF0-950F23F7C16B","D05FEA66-3DCA-4E56-94BE-E89F78A623EA",43006,1,FALSE,NA,2017-08-22 14:38:49,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-08-22 14:38:49,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-08-22 14:38:52
"31","01EB1289-5580-40A1-83B6-5EAECB8A372F","17D85AF4-E05B-4B50-9A45-AE2B9BAE0B8C","930E4FD9-4DCC-4358-BD39-C43A2FE0A1FD",564826,1,FALSE,NA,2014-07-30 16:45:01,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-07-30 16:45:01,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-07-30 16:45:03
